Title,Description,PublishedAt,ViewCount,LikeCount,DislikeCount,CommentCount,Topics,Tags
||Save Soil...Save Mother Earth||,"Conscious Planet is a Global Movement to initiate a conscious approach to soil and planet. The movement seeks to show governments of all nations that their citizens want a policy to revitalize soil and ecology.

To activate and demonstrate the support of over 3 billion citizens, Sadhguru will be riding a motorcycle alone, 30,000 kilometers across 24 nations.

The rally will start in London and end in southern India, where the Cauvery Calling project, initiated by Sadhguru, has enabled 125,000 farmers to plant 62 million trees to revive soil and river Cauvery.

Activating citizen participation will ensure that ecological issues become election issues, so that governments create policies and set budgets for ecological solutions, leading to sustained implementation.

Find out more at https://www.consciousplanet.org

#ConsciousPlanet #SaveSoil #WorldSoilDay #Shorts

#Sadhguru
Yogi, mystic and visionary, Sadhguru is a spiritual master with a difference. An arresting blend of profundity and pragmatism, his life and work serves as a reminder that yoga is a contemporary science, vitally relevant to our times.",2021-12-10T07:56:35Z,136,23,,0,Religion,soil;sadhguru #;isha foundation;sadhana;yoga;spirituality;mindfulness;save soil
Story You Don't Want To Miss Out|7th Podcast Trailer #podcast #trailer,"In this heartfelt and candid trailer, Abhiram Anna courageously opens up about the difficult moments he faced in life. From battling inner demons to navigating the complexities of relationships, his story is one of resilience and hope. Full podcast coming soon.

Camera And Lighting- Sainath Rekam
Editing- Neha Katariya

Subscribe to my newsletter: https://rebrand.ly/Youtubenewsletter 📧

My Life Story(Podcast):   

 • Neha - Ghosts, Bl...  

Follow me on Instagram: https://instagram.com/sadhgurufiedneha?igshid=YTQwZjQ0NmI0OA==

And Facebook: https://www.facebook.com/profile.php?...

PLEASE LIKE SHARE SUBSCRIBE AND PRESS THE BELL ICON FOR NOTIFICATIONS OF THE UPCOMING VIDEOS, THANKS.

#TheJourneyWithin #PodcastTrailer #ishavolunteers  #InspiringStories  #Resilience #PositiveChange #SadhguruTeachings #ProtectOurEarth  #TransformativeJourney #sadhgurusimplified #sadhguru #podcast #trailer  #shambhavimahamudra #ishakriya #Podcasting #PodcastLife #Podcaster #podcastrecommendations #PodcastersOfInstagram #PodcastLove #PodcastCommunity #ListenToPodcasts #PodcastRecommendation #relationshipgoals #ishafoundation #conversation #comingsoon",2023-08-02T11:30:18Z,571,50,,5,,spirituality;spirituality for beginners;spiritual awakening;spirituality vs religion;sadhguru;isha foundation;podcast;jaggi vasudev;sadhguru simplified;sadhguru kailash;sadhguru videos;podcast latest;podcast india;podcast video;yoga;story;meditation;guru;isha;wisdom;shiva;life;indian yogi;motivational video;zen;healing;mental health;indian podcast;not crazy;top g;hare krishna;how to be better;the ranveer show beerbiceps
||Gap between Food And Sadhana||,#shorts #ShankaranPillai #Quiz #answer #spirituality #mindfulness #yoga #meditation,2021-10-27T07:44:00Z,310,14,,2,Health,shankaran pillai;sadhguru;meditation;yoga;mindfulness;yogic practice;spirituality;quiz;question
"Shower In Winters, Definitely! #sadhguru #shower #winters #sadhgurusimplified","shower before or after yoga, can we do yoga after bathing, yoga before bathing, bathing before or after yoga, can we do yoga after bathing, sadhguru about shower, sadhguru about cold shower, sadhguru on cold water shower",2024-12-18T11:30:05Z,1564,47,,5,,sadhguru latest;shower routines;daily sadhana practice;funny shorts
Shiv Shakti- Chandrayaan 3 Landing Point #youtubeshorts #shorts #chandrayaan3 #isro,"Watch how Sadhguru replied to the question whether it is appropriate to give the name ""Shiv Shakti"" to Chandrayaan 3 landing point.
#chandrayaan3 #shivshakti #isro #shivshaktipoint #SadhguruReacts #Chandrayaan3Landing #UnexpectedWisdom #HumorAndInsight #CreativeNaming #fundamentalenergy #UnconventionalResponse #shorts #youtubeshorts #reels #india #sadhguru #ishafoundation #yourthoughts #sadhgurusimplified #pmmodi",2023-08-28T11:30:30Z,631,39,,3,Knowledge,pm modi;narendra modi;india;chandrayaan 3 vikram lander;chandrayaan 3 deboosting;space documentary;chandrayaan 3 vs luna 25;shiv shakti;india moon mission;vikram lander;चंद्रयान 3;chandrayaan 3 news;isro chandrayaan 3;chandrayaan 3 landing;chandrayaan 3;chandrayaan 3 update;chandrayaan 3 mission;prime minister of india
Yoga Means Union🧘‍♀️#internationaldayofyoga #ytshorts,"sadhguru, spirituality, sadhguru videos, sadhguru latest, sadhguru meditation, sadhguru english, sadhguru jaggi vasudev, sadguru, sadhguru interview, sadhguru 2020, sadhguru quotes, #sadhguru, sadhguru (person), sadhguru 2021, sadhguru 2022, sadguru speeches, sadhguru spirituality, sadguru speech in english, sadhguru on spirituality, sadhguru and spirituality, sadhguru 2023, sadhguru shorts, sadhguru about spirituality, sadhguru speech, sadhguru speeches
#sadhguru  #sadhgurusimplified  #meditation #yoga #sadhguruquotes  #ishafoundation  #spirituality #spiritual #osho #love  #innerengineering #adiyogi #india  #sadhgurujaggivasudev #shiva #isha  #ishayoga #spiritualawakening  #life  #motivation  #guru  #quotes  #yogi  #buddha  #consciousness #unplugwithsadhguru  #peace  #ishayogacenter #mindfulness  #hinduism #oshoquotes
@sadhguru",2024-06-21T14:30:17Z,58,,,0,Religion,
||Last Full Moon Satsang||,"Only one more full moon Satsang with Sadhguru is left. Don't miss this opportunity to be with him on this auspicious occasion of Thaipusam. Join live on Youtube channel or Facebook page.
#Sadhguru #shorts #fullmoonmeditation #satsang #fullmoonsatsang #lastchance #themoon #spirituality #yoga #meditation #sadhgurusimplified
#moonlovers #fullmoon #lunar #specialmeditation #yoginilife #fullmoonflirtations",2022-01-17T09:41:54Z,149,12,,0,Religion,
||All About Yogeshwar Linga Consecration||Isha Ashram Bengaluru||Vlog||,"Namaskaram, this video is all about my journey and experience of Yogeshwar Linga Consecration. Here you will find
* What is Consecraton & why it is important
*How was Yogeshwar Linga Consecrated
*Preparatory Sadhana We did for Consecration
*Route & time taken to reach Isha Ashram Bengaluru
*Consecration day routine
*Seating arrangement & cost
*Things I received in Check-in bag
*My honest review about Consecration & much more....

#sadhguru #consecration #volunteering #vlog #sadhgurusimplified #ishafoundation #sadhguruexclusive #myexperience #exclusive #blessed #tour #firsttime #ishavolunteers #yoginilifestyle #grateful #thankful #spirituality #spiritual #guru #yogeshwarlingaconsecration
#ishabengaluru #chikaballapur #honestreview 
Subscribe to my newsletter: https://rebrand.ly/Youtubenewsletter
Follow me on Instagram: https://instagram.com/nehak_artist?igshid=YmJhNjkzNzY=
And Facebook: https://www.facebook.com/profile.php?id=100076920154692&mibextid=ZbWKwL

#Sadhguru
Yogi, mystic and visionary, Sadhguru is a spiritual master with a difference. An arresting blend of profundity and pragmatism, his life and work serve as a reminder that yoga is a contemporary science, vitally relevant to our times. 
PLEASE LIKE SHARE SUBSCRIBE AND PRESS THE BELL ICON FOR NOTIFICATIONS OF THE UPCOMING VIDEOS, THANKS.",2023-01-21T05:49:52Z,359,22,,1,Lifestyle_(sociology);Religion,sadhguru;spirituality;inner engineering;sadhguru videos;sadhguru latest;sadhguru jaggi vasudev;yogeshwar linga consecration;consecration;ancient science of india;prana pratishta
||Sadhguru Answered These Questions During Mahashivratri|| #sadhguru #mahashivratri #shorts,"Here I am sharing with you three of my favorite questions Sadhguru answered during Mahashivratri.
#asksadhguru #sadhgurusimplified #mahashivratri2023 #celebration #nightlong #celebrationmode #divinecelebration #divinenight #ishafoundation #jaagran",2023-03-13T01:30:18Z,107,9,,0,,
𝘾𝙖𝙣 𝘼𝙄 𝙍𝙚𝙥𝙡𝙖𝙘𝙚 𝙔𝙤𝙪?! #shorts #artificialintelligence,"Sadhguru explores AI's potential to replace human roles, contemplating its impact on the future with wisdom and foresight.
#ArtificialIntelligence #FutureTech #AIApplications #SmartTech #Automation #DigitalTransformation #AIResearch #Sadhguru #FutureImpact #AIInsights #HumanVersusAI #WisdomTalks #SadhguruWisdom #FutureOfWork #sadhgurusimplified",2024-01-03T15:35:52Z,244,14,,0,,
Mahashivratri 2023 #shorts #sadhguru #sadhgurusimplified #mahashivratri2023 #mahashivratri,,2023-02-06T05:59:17Z,275,10,,0,Lifestyle_(sociology),
||Sadhana Transformed Me|| #shorts #sadhguru,"Practices learnt at Isha Yoga Centre emphasize experiential learning, empowering individuals to take charge of their own transformation. By regularly engaging in these practices, individuals have reported positive changes in their relationships, work performance, and overall well-being.
#IshaPractices #TransformationalWisdom #InnerEngineering #Sadhguru #HolisticWellBeing #MindBodyEnergy #ShambhaviMahamudra #UpaYoga #PersonalGrowth #SelfTransformation #ExperientialLearning #Vitality #Clarity #Connection #JoyfulLiving #BalancedLife  #sadhgurusimplified #sadhguru #podcast #reels #shorts",2023-07-10T01:30:05Z,1064,80,,1,Health;Lifestyle_(sociology),
||Where Are We Heading To?||,"Join the movement by visiting the website savesoil.org or WA bot (http://savesoil.co/wa)🍀☘🌱🙏🏻
#Savesoil #Shorts #Sadhguru #EarthBuddy #savethesoil #consciousplanet 
#savesoil🍃 #100daysforsoil #soilforlife #100daysofsoil #journeyforsoil #Sadhguru #consciousplanet🌍 #consciousliving @sadhguru @consciousplanet",2022-04-02T05:09:46Z,23,2,,1,,
𝙀𝙢𝙗𝙧𝙖𝙘𝙞𝙣𝙜 𝙂𝙪𝙧𝙪'𝙨 𝙍𝙖𝙙𝙞𝙖𝙣𝙘𝙚 #shorts,"Beauty is not a question of shapes and forms. It's a question of what you exude. - Sadhguru
#GuruGrace #SoulfulBeauty #MentorMagic #InspiredByElegance #GuruLove #RadiantWisdom #HeartfeltTribute #InnerBeautyJourney #GracefulMentorship #SpiritualElegance #sadhguru #mystic #yogi #sadhgurusimplified #sadhguru #sadhguruquotes #shorts #reels",2023-11-15T15:30:01Z,335,36,,1,Music_of_Asia;Religion,sadhguru;sadhguru latest;sadhguru english;sadhguru jaggi vasudev
||Together We Can||,"#savesoil #100daysofsoil #Shorts #consciousplanet #earthbuddy #letsmakeithappen #plasticpollution #Oneforchange #standupforsoil #vision #mission #SaveSoilMovement #LetsMakeItHappen #mittibachao #मिट्टीबचाओ #environment #motherearth #organiccompost #talkforsoil #journeyforsoil #Sadhguru #consciousplanet🌍 #consciousliving @sadhguru @consciousplanet
Join the movement by visiting the website savesoil.org or WA bot (http://savesoil.co/wa)🍀☘🌱🙏🏻",2022-05-06T04:46:44Z,89,6,,0,Knowledge,
||Yogasanas Made Me Cry!|| #yoga #shorts,"The word asana literally means a posture. Out of the innumerable asanas a body can assume, 84 have been identified as Yogasanas, through which one can transform the body and mind into a possibility for ultimate wellbeing. Yogasanas are not exercises, but rather very subtle processes to manipulate one’s energy in a particular direction.
#IshaYogasanas #HarmonyWithin #YogaJourney #Wellbeing #Balance #Sadhguru #Transformation #InnerHarmony #MindBodySoul #SelfDiscovery #HolisticHealth #SpiritualAwakening #YogaBenefits #PhysicalVitality #MentalClarity #Calmness #Inspiration #YogaCommunity #YogaForAll #SelfCare #Wellness #Rejuvenation #sadhgurusimplified #podcast #reels #shorts",2023-07-06T01:30:07Z,611,73,,0,Health,Sadhguru;trending;podcast;doctor;reels;yoga;meditation;spiritual;shorts
||5th Podcast Trailer||In Conversation With Dr Sreekar||,"In this intense podcast trailer, join us as we embark on a transformative journey with Dr. Sreekar (Mbbs, Md pulmonary medicine, Drnb cardiology second year ), a remarkable individual who seamlessly blends his roles as a doctor, Isha Meditator, and devotee of Sadhguru.
#Podcast #HealthMatters #sadhguru #TheHealingPath #Medicine #Spirituality #WellBeing #SelfDiscovery #MindBodySoul #HolisticHealth
#Meditation #Sadhguru #IshaFoundation #MedicalBreakthroughs
#IntegrativeMedicine #TransformativeHealing #InnerWisdom
#PersonalGrowth #WellnessJourney #BalanceAndHarmony #sadhgurusimplified #trailer #doctor 

Camera And Lighting- Sainath Rekam
Editing- Neha Katariya

Subscribe to my newsletter: https://rebrand.ly/Youtubenewsletter 📧

My Life Story(Podcast): https://youtu.be/TY230RSCbbA

Follow me on Instagram: https://instagram.com/sadhgurufiedneha?igshid=YTQwZjQ0NmI0OA==

And Facebook: https://www.facebook.com/profile.php?id=100076920154692&mibextid=ZbWKwL

PLEASE LIKE SHARE SUBSCRIBE AND PRESS THE BELL ICON FOR NOTIFICATIONS OF THE UPCOMING VIDEOS, THANKS.",2023-06-28T01:30:15Z,661,56,,3,Health,sadhguru;isha foundation;meditation;yoga;spiritual;medicine;trending;podcast;podcast english;doctor
||Yogasanas Made Me Cry!|| #yoga #shorts,"The word asana literally means a posture. Out of the innumerable asanas a body can assume, 84 have been identified as Yogasanas, through which one can transform the body and mind into a possibility for ultimate wellbeing. Yogasanas are not exercises, but rather very subtle processes to manipulate one’s energy in a particular direction.
#IshaYogasanas #HarmonyWithin #YogaJourney #Wellbeing #Balance #Sadhguru #Transformation #InnerHarmony #MindBodySoul #SelfDiscovery #HolisticHealth #SpiritualAwakening #YogaBenefits #PhysicalVitality #MentalClarity #Calmness #Inspiration #YogaCommunity #YogaForAll #SelfCare #Wellness #Rejuvenation #sadhgurusimplified #podcast #reels #shorts",2023-07-06T01:30:07Z,611,73,,0,Health,Sadhguru;trending;podcast;doctor;reels;yoga;meditation;spiritual;shorts
||Sadhguru Exclusive-Most Powerful Feature|| #shorts #sadhguruapp,"The Sadhguru Exclusive feature is an incredibly valuable resource for anyone who is interested in deepening their spiritual practice and gaining a deeper understanding of themselves and the world beyond. It is a testament to Sadhguru's commitment to sharing his wisdom and teachings with as many people as possible, and it is a must-have for anyone who wants to experience the transformative power of his teachings.
#discoversadhguruexclusive #sadhguruexclusive #sadhguru #sadhgurusimplified #sadhguruapp #ishafoundation #meditation #spirituality #mindfulness #inspiration #beyond #worldbeyond #intense #deep #notforfainthearted #anotherside #appreview #exploringapp #subscribe #membership #reels #reelsvideo #shortvideo",2023-04-29T01:30:23Z,368,21,,0,,
𝙀𝙢𝙗𝙧𝙖𝙘𝙞𝙣𝙜 𝙂𝙪𝙧𝙪'𝙨 𝙍𝙖𝙙𝙞𝙖𝙣𝙘𝙚 #shorts,"Beauty is not a question of shapes and forms. It's a question of what you exude. - Sadhguru
#GuruGrace #SoulfulBeauty #MentorMagic #InspiredByElegance #GuruLove #RadiantWisdom #HeartfeltTribute #InnerBeautyJourney #GracefulMentorship #SpiritualElegance #sadhguru #mystic #yogi #sadhgurusimplified #sadhguru #sadhguruquotes #shorts #reels",2023-11-15T15:30:01Z,335,36,,1,Music_of_Asia;Religion,sadhguru;sadhguru latest;sadhguru english;sadhguru jaggi vasudev
||Sadhana Transformed Me|| #shorts #sadhguru,"Practices learnt at Isha Yoga Centre emphasize experiential learning, empowering individuals to take charge of their own transformation. By regularly engaging in these practices, individuals have reported positive changes in their relationships, work performance, and overall well-being.
#IshaPractices #TransformationalWisdom #InnerEngineering #Sadhguru #HolisticWellBeing #MindBodyEnergy #ShambhaviMahamudra #UpaYoga #PersonalGrowth #SelfTransformation #ExperientialLearning #Vitality #Clarity #Connection #JoyfulLiving #BalancedLife  #sadhgurusimplified #sadhguru #podcast #reels #shorts",2023-07-10T01:30:05Z,1064,80,,1,Health;Lifestyle_(sociology),
ꜰʀᴇᴇ ᴘᴏᴡᴇʀꜰᴜʟ ᴍᴇᴅɪᴛᴀᴛɪᴏɴ-ɪꜱʜᴀ ᴋʀɪʏᴀ #shorts #ishakriya,"Isha Kriya is a guided meditation designed by the spiritual teacher and yogi Sadhguru, it is a simple yet powerful practice that can be easily learned and is suitable for people of all ages and backgrounds.
#IshaKriya #TeenMeditation #MindfulnessTeens #YouthWellness #SpiritualityForTeens #InnerPeaceJourney #MindfulLiving #TeenPodcast #KriyaExperience #YouthEmpowerment
#TeenMindfulness #WellnessWednesday #MindfulGeneration #IshaFoundation
#TeenSpirituality #MeditationMinds #YouthAwakening #TeenageWisdom
#MindfulPodcast #sadhgurusimplified #sadhguru #reels #mindfulness #shorts",2023-11-13T15:30:11Z,387,29,,0,,
𝗠𝗮𝗻𝗮𝗴𝗶𝗻𝗴 𝗟𝗶𝗳𝗲 𝗧𝗵𝗲 𝗥𝗶𝗴𝗵𝘁 𝗪𝗮𝘆! Full Video Link In Comments,"Full Video Link In Comments
#sadhguru #sadhgurusimplified #humor #evolution #sadhguruwisdom",2024-04-29T16:03:00Z,314,,,1,Entertainment;Humour,evolution;humor;sadhguru latest
||3rd Podcast Official Trailer||,"Get ready to join us for an uplifting podcast as we chat with our bubbly girl Vaishnavi Akka, who shares her journey as an Isha Meditator and Save Soil volunteer. Discover her transformative experiences and the joy she finds in both spiritual practice and environmental activism. Get ready to be inspired! 🌱✨

Big thanks to my team Sainath Rekam, Utkarsh Sharma, Dinesh Palem, Arun Pasula, and special thanks to Vaishnavi Akka.

Subscribe to my newsletter: https://rebrand.ly/Youtubenewsletter 📧

My Life Story(Podcast): https://youtu.be/TY230RSCbbA

Follow me on Instagram: https://instagram.com/sadhgurufiedneha?igshid=YTQwZjQ0NmI0OA==

And Facebook: https://www.facebook.com/profile.php?id=100076920154692&mibextid=ZbWKwL

#IshaMeditator #SaveSoil #InnerJourney #SpiritualPractice #EnvironmentalActivism #TransformativeExperiences #Inspiration #PositiveVibes #JoyfulLiving #Consciousness #SelfDiscovery #SustainableLiving #MotherEarth #Interview #BubblyGirl #WisdomSharing #sadhguru #sadhgurusimplified #podcast #newepisode",2023-05-31T01:30:11Z,957,66,,12,Lifestyle_(sociology),trailer;sadhguru;podcast;latest;trending;spiritual;interview;official trailer;trailer 2023;consciousness;transformation;new episode
||5th Podcast Trailer||In Conversation With Dr Sreekar||,"In this intense podcast trailer, join us as we embark on a transformative journey with Dr. Sreekar (Mbbs, Md pulmonary medicine, Drnb cardiology second year ), a remarkable individual who seamlessly blends his roles as a doctor, Isha Meditator, and devotee of Sadhguru.
#Podcast #HealthMatters #sadhguru #TheHealingPath #Medicine #Spirituality #WellBeing #SelfDiscovery #MindBodySoul #HolisticHealth
#Meditation #Sadhguru #IshaFoundation #MedicalBreakthroughs
#IntegrativeMedicine #TransformativeHealing #InnerWisdom
#PersonalGrowth #WellnessJourney #BalanceAndHarmony #sadhgurusimplified #trailer #doctor 

Camera And Lighting- Sainath Rekam
Editing- Neha Katariya

Subscribe to my newsletter: https://rebrand.ly/Youtubenewsletter 📧

My Life Story(Podcast): https://youtu.be/TY230RSCbbA

Follow me on Instagram: https://instagram.com/sadhgurufiedneha?igshid=YTQwZjQ0NmI0OA==

And Facebook: https://www.facebook.com/profile.php?id=100076920154692&mibextid=ZbWKwL

PLEASE LIKE SHARE SUBSCRIBE AND PRESS THE BELL ICON FOR NOTIFICATIONS OF THE UPCOMING VIDEOS, THANKS.",2023-06-28T01:30:15Z,661,56,,3,Health,sadhguru;isha foundation;meditation;yoga;spiritual;medicine;trending;podcast;podcast english;doctor
||Content Creators Program At Isha|Influencers Retreat|Ashram Volnteering||,"Namaskaram, this video is about my first ashram volunteering and the Social Media Influencers Retreat that happened recently at Isha Yoga Centre, Coimbatore. So here I am telling about what all happened in the program and how was my first volunteering experience at ashram. 
   Though I have visited ashram quite a few times but this time I got to volunteer as well. During this volunteering I was with few influencers from Andhra Pradesh and Telanagana i.e. Madhavi akka @MADGARDENER  Sridevi Akka and Kalyan Sir @kalaguragampa  and Teja Sir @VismaiFood  
   Here I am also sharing what an exclusive session with Sadhguru did to me. Overall it was fun and intense and I am looking forward for more ashram volunteering now.
#sadhguru #volunteering #vlog #sadhgurusimplified #ishafoundation #sadhguruexclusive #myexperience #influencer #ishaprogram #exclusive #blessed #tour #firsttime #ishavolunteers #andhrapradesh #telangana #yoginilifestyle #grateful #thankful #spirituality #spiritual #guru 

Subscribe to my newsletter: https://rebrand.ly/Youtubenewsletter
Follow me on Instagram: https://instagram.com/nehak_artist?igshid=YmJhNjkzNzY=
And Facebook: https://www.facebook.com/profile.php?id=100076920154692&mibextid=ZbWKwL

#Sadhguru
Yogi, mystic and visionary, Sadhguru is a spiritual master with a difference. An arresting blend of profundity and pragmatism, his life and work serve as a reminder that yoga is a contemporary science, vitally relevant to our times. 
PLEASE LIKE SHARE SUBSCRIBE AND PRESS THE BELL ICON FOR NOTIFICATIONS OF THE UPCOMING VIDEOS, THANKS.",2023-01-12T05:44:25Z,575,29,,1,Lifestyle_(sociology),sadhguru;isha yoga center;sadhguru videos;sadhguru latest;content creator;full time content creator;how to become a content creator;how to become a full time content creator;social media;how to be a full time content creator;how to be a content creator;how to be an influencer;content creation;how to become an influencer on instagram;influencer tips and tricks;how to become an influencer;influencer tips;content creation for beginners
Did you do INNER ENGINEERING ONLINE? #Sadhguru #InnerEngineering,"Subscribe to my newsletter: https://rebrand.ly/Youtubenewsletter
Music credit: https://www.youtube.com/watch?v=W1WXgrguZng&t=21s
Sounds from: Zapsplat.com

#ShankaranPillai 
This channel is an attempt to bring forth the insightful teachings of ""Sadhguru"" in an entertaining way. We are going to introduce Shankaran Pillai for the first time onscreen. Shankaran Pillai is an imaginary character who Sadhguru often cracks jokes on to communicate deep insights inducing humor. 

#InnerEngineering 
Inner Engineering is an intensive program for personal growth, to engineer one's self through the ancient science of yoga. Designed by yogi and mystic, Sadhguru, the program offers keys for meaningful and fulfilling relationships at work, home, community, and most importantly, within one's self. Program components include guided meditations and transmission of the sacred Shambhavi Mahamudra kriya. When practiced on a regular basis, these tools have the potential to enhance one's experience of life on many levels. 

#InnerEngineeringOnline 
Experience Inner Engineering with Sadhguru in your own space, at your own pace. Inner Engineering Online is comprised of seven 90-minute sessions that impart powerful tools from the ancient science of Yoga, with the potential of transforming the very way you live, conduct and experience your life.

#Sadhguru 
Yogi, mystic and visionary, Sadhguru is a spiritual master with a difference. An arresting blend of profundity and pragmatism, his life and work serve as a reminder that yoga is a contemporary science, vitally relevant to our times.
Please like, share and subscribe for more such videos.",2021-01-31T06:41:50Z,427,33,,10,Lifestyle_(sociology),sadhguru;shankaran pillai;shankaran pillai jokes;inner engineering;inner engineering online;sadhguru latest;shankaran pillai sadhguru;shankaran pillai isha;comedy;funny;entertainment
